ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes",Brands,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global"
1029,variation,4356475,,"Import placeholder for 5675845",1,0,visible,,"Am terminated it excellence invitation projection as. She graceful shy believed distance use nay. Lively is people so basket ladies window expect. Supply as so period it enough income he genius. Themselves acceptance bed sympathize get dissimilar way admiration son. Design for are edward regret met lovers. This are calm case roof and.",,,taxable,parent,1,,,0,0,,,,,0,,430,670,,,,,,,5675845,,,,,,0,,
143948,simple,345/72-S,,"Барвистий купальник, помаранчевий, розмір S",1,0,visible,"Барвистий купальник, помаранчевий Помаранчовий. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, помаранчевий</strong> — стильна модель у кольорі Помаранчовий.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:       S маркування 75-80ВС, трусики ОБ 86-96 см   M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, помаранчевий</li><li><b>Колір:</b> Помаранчовий</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник",,https://monte-cristo.style/wp-content/uploads/2026/08/12879364635162_20962ceab6-1.jpg,,,,,,,,,0,,
143949,simple,724,,"Легка прозора накидка в білому кольорі з ніжним мереживом",1,0,visible,"Легка прозора накидка в білому кольорі з ніжним мереживом . Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Легка прозора накидка в білому кольорі з ніжним мереживом</strong> — стильна модель у кольорі .</p><p>Легка прозора накидка в білому кольорі з ніжним мереживом — вишукане доповнення до купальника. Парео має елегантну довжину та акцентні чорні мереживні вставки на рукавах і подолі. Зав’язується поясом на талії, гарно підкреслюючи силует.       Розмір:   - М маркування ОГ 84-96 см, ОБ 86-98 см  - L маркування ОГ 92-104 см, ОБ 94-106 см     Довжина 127 см    Склад: 95% поліестер, 5% спандекс</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Легка прозора накидка в білому кольорі з ніжним мереживом</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,,"легка прозора накидка в білому кольорі з ніжним мереживом",,https://monte-cristo.style/wp-content/uploads/2026/08/lehka-prozora-nakydka-v-bilomu-kolori-z-nizhnym-merezhyvom-72742408949281_e8fbe9d592-1-scaled.jpg,,,,,,,,,0,,
143950,simple,346/71-S,,"Барвистий купальник, зелений, розмір S",1,0,visible,"Барвистий купальник, зелений Зелений. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, зелений</strong> — стильна модель у кольорі Зелений.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:       S маркування 75-80ВС, трусики ОБ 86-96 см   M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, зелений</li><li><b>Колір:</b> Зелений</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник, зелений жіночий, зелений зелений",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-zelenyi-38806497350084_84f4380038-1.jpg,,,,,,,,,0,,
143951,simple,347/83-S,,"Барвистий купальник, малина, розмір S",1,0,visible,"Барвистий купальник, малина Малиновий. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, малина</strong> — стильна модель у кольорі Малиновий.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:       S маркування 75-80ВС, трусики ОБ 86-96 см   M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, малина</li><li><b>Колір:</b> Малиновий</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник, малина, малина жіночий, малина малиновий, малиновий",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-malyna-80888141242049_fb20455c21-1.jpg,,,,,,,,,0,,
143952,simple,352/73-S,,"Барвистий купальник, фіолетовий, розмір S",1,0,visible,"Барвистий купальник, фіолетовий Фіолетовий. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, фіолетовий</strong> — стильна модель у кольорі Фіолетовий.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:       S маркування 75-80ВС, трусики ОБ 86-96 см   M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, фіолетовий</li><li><b>Колір:</b> Фіолетовий</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-fioletovyi-28635170896411_2633af1a3b-1.jpg,,,,,,,,,0,,
143953,simple,353/96-S,,"Барвистий купальник, темно-зелений, розмір S",1,0,visible,"Барвистий купальник, темно-зелений Midnight Green. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, темно-зелений</strong> — стильна модель у кольорі Midnight Green.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:       S маркування 75-80ВС, трусики ОБ 86-96 см   M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, темно-зелений</li><li><b>Колір:</b> Midnight Green</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"midnight green, барвистий купальник, темно-зелений, темно-зелений midnight green, темно-зелений жіночий",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-temno-zelenyi-29097791571566_d7b79ac0be-1.jpg,,,,,,,,,0,,
143954,simple,356/16-S,,"Барвистий купальник, коричнева змія, розмір S",1,0,visible,"Барвистий купальник, коричнева змія Коричневий. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, коричнева змія</strong> — стильна модель у кольорі Коричневий.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:  - S маркування 75-80ВС, трусики ОБ 86-96 см  - M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, коричнева змія</li><li><b>Колір:</b> Коричневий</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник, коричнева змія, коричнева змія жіночий, коричнева змія коричневий, коричневий",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-korychneva-zmiia-14296209382833_512b3fbb61-1-scaled.jpg,,,,,,,,,0,,
143955,simple,357/114-S,,"Барвистий купальник, рожева зебра, розмір S",1,0,visible,"Барвистий купальник, рожева зебра Малиновий. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, рожева зебра</strong> — стильна модель у кольорі Малиновий.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:  - S маркування 75-80ВС, трусики ОБ 86-96 см  - M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, рожева зебра</li><li><b>Колір:</b> Малиновий</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"барвистий купальник, малиновий, рожева зебра, рожева зебра жіночий, рожева зебра малиновий",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-rozheva-zebra-77737793142774_68ef66ae89-1.jpg,,,,,,,,,0,,
143956,simple,358/19-S,,"Барвистий купальник, зелена зебра, розмір S",1,0,visible,"Барвистий купальник, зелена зебра Midnight Green. Елегантний дизайн, якісні матеріали, комфортна посадка.","<p><strong>Барвистий купальник, зелена зебра</strong> — стильна модель у кольорі Midnight Green.</p><p>Цей барвистий, сонячний купальник із зав'язками має потрапити до тебе в гардероб    Секрет цього купальника в тому, що він може надати твоїй фігурі більшої краси та стрункості. Модель має знімні поролонові чашки та подвійну тканину.         Розмір:  - S маркування 75-80ВС, трусики ОБ 86-96 см  - M маркування 80-85ВС, трусики ОБ 94-104 см</p><h2>Характеристики</h2><ul><li><b>Тип:</b> Барвистий купальник, зелена зебра</li><li><b>Колір:</b> Midnight Green</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Купальники,"midnight green, барвистий купальник, зелена зебра, зелена зебра midnight green, зелена зебра жіночий",,https://monte-cristo.style/wp-content/uploads/2026/08/barvystyi-kupalnyk-zelena-zebra-62799122092550_b2ed4c650a-1.jpg,,,,,,,,,0,,
